#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
TITLE_EMPIRE_CREATION_PIETY_COST;Egy birodalom létrehozásához §R$COST$§! mennyiségû áhitat szükséges.;Vous avez besoin de §R$COST$§! de $PIETYNAME$ pour créer un empire.;Egy birodalom létrehozásához §R$COST$§! mennyiségû áhitat szükséges.;;Necesitas §R$COST$§! de $PIETYNAME$ para crear un Imperio.;;;;;;;;;x
muslim_invasion_desc;§Y$TARGET$§! nem igaz hitû - ami szükséges §Y$CLAIMANT$§! ügyének, hogy megszerezze §Y$TITLE$§! titulust. Ha sikeres, minden, amit  §Y$TARGET$§! birtokolt §Y$TITLE$§! Jogán, ezentúl hozzá fog tartozni.;§Y$TARGET$§! ne suit pas la vraie foi - c'est suffisant pour que §Y$CLAIMANT$§! envahisse le §Y$TITLE$§!. En cas de succès, tout ce que contrôle §Y$TARGET$§! dans le §Y$TITLE$§! sera capturé ou vassalisé.;§Y$TARGET$§! nem igaz hitû - ami szükséges §Y$CLAIMANT$§! ügyének, hogy megszerezze §Y$TITLE$§! titulust. Ha sikeres, minden, amit  §Y$TARGET$§! birtokolt §Y$TITLE$§! Jogán, ezentúl hozzá fog tartozni.;;§Y$TARGET$§! no es de la verdadera fe - por lo cual §Y$CLAIMANT$§! debe invadir el §Y$TITLE$§!. De tener éxito, todo lo que §Y$TARGET$§! controle dentro del §Y$TITLE$§! será anexionado o vasallizado.;;;;;;;;;x
duke_female_iranian;Emira;Émirat;Emira;;Emira;;;;;;;;;x
count_female_iranian;Shaykhah;Cheykha;Shaykhah;;Jequesa;;;;;;;;;x
baron_female_iranian;Wâlia;Walia;Wâlia;;Valía;;;;;;;;;x
count_female_arabic;Shaykhah;Cheykha;Shaykhah;;Jequesa;;;;;;;;;x
baron_female_arabic;Wâlia;Walia;Wâlia;;Valía;;;;;;;;;x
king_female_turkish;Szultána;Sultane;Szultána;;Sultana;;;;;;;;;x
duke_female_turkish;Bej;Düses;Bej;;Beylerbeya;;;;;;;;;x
count_female_turkish;Bayan;Kontes;Bayan;;Beya;;;;;;;;;x
baron_female_turkish;Timariota;Barones;Timariota;;Timariota;;;;;;;;;x
job_chancellor_west_african;Nagyvezír;Grand Vizir;Nagyvezír;;Gran Visir;;;;;;;;;x
