#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTDESC60010;A nagy [Root.GetTitledName] személye és az [Root.GetHerHis] hûbéresei megtértek a katolikus hitre!;Son Excellence [Root.GetTitledName] et tous ses vassaux se sont convertis au Catholicisme !;A nagy [Root.GetTitledName] személye és az [Root.GetHerHis] hûbéresei megtértek a katolikus hitre!;;¡El Gran [Root.GetTitledName] y todos sus vasallos se han convertido y abrazado la fe Católica!;;;;;;;;;x
EVTDESC60011;A nagy [Root.GetTitledName] személye és az [Root.GetHerHis] hûbéresei megtértek a ortodox hitre!;Son Excellence [Root.GetTitledName] et tous ses vassaux se sont convertis à l'Orthodoxie !;A nagy [Root.GetTitledName] személye és az [Root.GetHerHis] hûbéresei megtértek a ortodox hitre!;;¡El Gran [Root.GetTitledName] y todos sus vasallos se han convertido y abrazado la fe Ortodoxa!;;;;;;;;;x
EVTDESC60012;A nagy [Root.GetTitledName] személye és az [Root.GetHerHis] hûbéresei megtértek a szunnita hitre!;Son Excellence [Root.GetTitledName] et tous ses vassaux se sont convertis au Sunnisme !;A nagy [Root.GetTitledName] személye és az [Root.GetHerHis] hûbéresei megtértek a szunnita hitre!;;¡El Gran [Root.GetTitledName] y todos sus vasallos se han convertido y abrazado la fe Suní!;;;;;;;;;x
EVTDESC60013;A nagy [Root.GetTitledName] személye és az [Root.GetHerHis] hûbéresei megtértek a síita hitre!;Son Excellence [Root.GetTitledName] et tous ses vassaux se sont convertis au Chiisme !;A nagy [Root.GetTitledName] személye és az [Root.GetHerHis] hûbéresei megtértek a síita hitre!;;¡El Gran [Root.GetTitledName] y todos sus vasallos se han convertido y abrazado la fe Chií!;;;;;;;;;x
MONTHLY_PROJECTED_COST;Becsült havi költség: §Y$COST$§!;Estimation du coût mensuel : §Y$COST$§!;Becsült havi költség: §Y$COST$§!;;Coste Mensual Presupuestado: §Y$COST$§!;;;;;;;;;x
YEARLY_PROJECTED_COST;Becsült éves költség: §Y$COST$§!;Estimation du coût annuel : §Y$COST$§!;Becsült éves költség: §Y$COST$§!;;Coste Anual Presupuestado: §Y$COST$§!;;;;;;;;;x
PER_MONTH;§Y$VAL$§! / Hónap;§Y$VAL$§! / Mois;§Y$VAL$§! / Hónap;;§Y$VAL$§! / Mes;;;;;;;;;x
AIREASON_KINGDOMS_DONT_ACCEPT_VASSALAGE;Én vagyok a király!;Je suis un Roi !;Én vagyok a király!;;¡Soy un Rey!;;;;;;;;;x
INTERACTION_REQUIRES_RECIPIENT_IS_DE_JURE_LIEGE;$LIEGE$ hûbéreseként, [Recipient.GetBestName] személyének kell lennie a de jure hûbéruramnak.;En tant que vassal de $LIEGE$, [Recipient.GetBestName] doit être mon souverain de jure;$LIEGE$ hûbéreseként, [Recipient.GetBestName] személyének kell lennie a de jure hûbéruramnak.;;Como vasallo de $LIEGE$, [Recipient.GetBestName] debería ser mi Señor de Iure;;;;;;;;;x
ACCEPT;Elfogad;Accepter;Elfogad;;Aceptar;;;;;;;;;x
DECLINE;Elutasít;Refuser;Elutasít;;Declinar;;;;;;;;;x
HAS_LESS_RAISED_TROOP_DAYS;Katonák kiállítva kevesebb, mint §Y$DAYS$§! napja\n;Troupes levées depuis moins de §Y$DAYS$§! jours\n;Katonák kiállítva kevesebb, mint §Y$DAYS$§! napja\n;;Tropas reclutadas menos de §Y$DAYS$§! Días\n;;;;;;;;;x
