#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTOPTC72056;Egy kevés arany majd elhallgattatja a szolgálókat.;Un peu d'or rendra les serviteurs muets.;Egy kevés arany majd elhallgattatja a szolgálókat.;;Algo de oro mantendrá a los siervos a raya.;;;;;;;;;x
VASSAL_RAISE_OPINION_DESC;A hûbéreseid mozgósított seregük miatt, egy nem Keresztes hadjárat alkalmával, minden §Y$DAYS$§! napon §R-1§! vélemény romlást mutatnak irányodban.;Lorsque les contributions d'un vassal sont levées durant une guerre offensive qui n'est pas une Croisade, le vassal verra son Opinion à votre égard changer de §R-1§! tous les §Y$DAYS$§! Jours;A hûbéreseid mozgósított seregük miatt, egy nem Keresztes hadjárat alkalmával, minden §Y$DAYS$§! napon §R-1§! vélemény romlást mutatnak irányodban.;;Por cada §Y$DAYS$§! días que la leva de un vasallo es reclutada durante una ofensiva que no sea una cruzada, el vasallo obtendrá una opinión §R-1§! de tí.;;;;;;;;;x
WAR_START_YEAR;Kezdõ év: $YEAR$;Début du conflit : $YEAR$;Kezdõ év: $YEAR$;;Año de inicio: $YEAR$;;;;;;;;;x
WAR_START_YEAR_DESC;Ez a háború $YEARS$ éven és $MONTHS$ hónapon át dúlt;Cette guerre a duré $YEARS$ an(s) et $MONTHS$ mois;Ez a háború $YEARS$ éven és $MONTHS$ hónapon át dúlt;;Esta guerra ha durado $YEARS$ año(s) y $MONTHS$ mes(es);;;;;;;;;x
LEVY_PERC_DESC3;$THEM$ tartalékolja a saját embereinek §Y$PERC$%§!, mint személyes sereg;$THEM$ se réserve §Y$PERC$%§! de chaque type de troupe comme contribution personnelle;$THEM$ tartalékolja a saját embereinek §Y$PERC$%§!, mint személyes sereg;;$THEM$ reserva §Y$PERC$%§! de cada tipo de tropa como recluta personal.;;;;;;;;;x
DYNFAIL_DESC;A $SCORE$ pontszámoddal nem sikerült semmi említésre méltót elérned.;Avec un score de $SCORE$, vous n'avez rien accompli de spécial.;A $SCORE$ pontszámoddal nem sikerült semmi említésre méltót elérned.;;Con una puntuación de $SCORE$, no has conseguido nada notable.;;;;;;;;;x
REVOKE_TITLE_INTERACTION_2B;Mivel követelésünk van rajta, a hûbéreseink nem fognak ellenszegülni.;Puisque que nous avons des revendications, nos vassaux ne s'y opposeront pas.;Mivel követelésünk van rajta, a hûbéreseink nem fognak ellenszegülni.;;Tenemos derechos sobre ello, nuestros vasallos no pueden objetar nada.;;;;;;;;;x
REVOKE_TITLE_INTERACTION_2C;A korona fennhatóságnak hála a §Y$CROWN_TITLE$§! esetén, a hûbéreseid nem tudnak ellenszegülni.;Grâce à l'autorité de la Couronne dans §Y$CROWN_TITLE$§!, nos vassaux ne s'y opposeront pas.;A korona fennhatóságnak hála a §Y$CROWN_TITLE$§! esetén, a hûbéreseid nem tudnak ellenszegülni.;;Gracias a la autoridad de la corona en el §Y$CROWN_TITLE$§!, nuestros vasallos no pueden objetar nada.;;;;;;;;;x
REVOKE_TITLE_INTERACTION_2D;Mivel §Y[Recipient.GetTitledFirstName]§! árulónak bizonyult, a hûbéreseid nem fognak ellenszegülni.;Puisque §Y[Recipient.GetTitledFirstName]§! est un traître, nos vassaux ne s'y opposeront pas.;Mivel §Y[Recipient.GetTitledFirstName]§! árulónak bizonyult, a hûbéreseid nem fognak ellenszegülni.;;§Y[Recipient.GetTitledFirstName]§! es un traidor, nuestros vasallos no pueden objetar nada.;;;;;;;;;x
REVOKE_TITLE_INTERACTION_2E;Mivel §Y[Recipient.GetTitledFirstName]§! erkölcstelen §Y[Recipient.Religion.GetName]§!, hûbéreseid nem fognak ellenszegülni.;Puisque §Y[Recipient.GetTitledFirstName]§! est un maudit §Y[Recipient.Religion.GetName]§!, nos vassaux ne s'y opposeront pas.;Mivel §Y[Recipient.GetTitledFirstName]§! erkölcstelen §Y[Recipient.Religion.GetName]§!, hûbéreseid nem fognak ellenszegülni.;;§Y[Recipient.GetTitledFirstName]§! es un sucio §Y[Recipient.Religion.GetName]§!, nuestros vasallos no pueden objetar nada.;;;;;;;;;x
#VASSAL_OPINION_CHANGE;Minden hûbéres véleménye §Y$ABOUT$§! személyérõl $MUCH$ értékkel változott meg.\n;L'opinion de tous les vassaux concernant §Y$ABOUT$§! a changé de $MUCH$.\n;Minden hûbéres véleménye §Y$ABOUT$§! személyérõl $MUCH$ értékkel változott meg.\n;;Las opiniones de todos los vasallos sobre §Y$ABOUT$§! han cambiado en $MUCH$.\n;;;;;;;;;x
LOADING_TIP_28;Vegyél Búcsúcédulát, hogy több Áhitatot szerezhess.;Achetez une indulgence papale pour gagner plus de Piété.;Vegyél Búcsúcédulát, hogy több Áhitatot szerezhess.;;Comprar una Indulgencia Papal para ganar Piedad.;;;;;;;;;x
#LOADING_TIP_49;Az 'Uradalom' kastélyok, városok és monostorok kollekciója, melyek egy ember birtokát képezik.;Un 'domaine' est l'ensemble des Châteaux, Cités et Temples possédé par une personne.;Az 'Uradalom' kastélyok, városok és monostorok kollekciója, melyek egy ember birtokát képezik.;;Una «heredad» es un conjunto de Castillos, Ciudades y Templos pertenecientes a una persona.;;;;;;;;;x
mission_holy_war_desc;A $ROOT_CHARACTERTITLE$ meghírdette a $CRUSADE_NAME$ hadjáratot, hogy §Y$PROVINCE$§! Területe elvétessen §Y$TOPOWNERFULLNAME$§W személyétõl!;Le $ROOT_CHARACTERTITLE$ a appelé à la $CRUSADE_NAME$ pour prendre §Y$PROVINCE$§! à §Y$TOPOWNERFULLNAME$§W!;A $ROOT_CHARACTERTITLE$ meghírdette a $CRUSADE_NAME$ hadjáratot, hogy §Y$PROVINCE$§! Területe elvétessen §Y$TOPOWNERFULLNAME$§W személyétõl!;;El $ROOT_CHARACTERTITLE$ ha llamado a $CRUSADE_NAME$ para tomar §Y$PROVINCE$§! de §Y$TOPOWNERFULLNAME$§W!;;;;;;;;;x
TOO_MANY_HELD_DUCHIES;Túl sok Hercegség van a birtokodban;Trop de Duchés possédés;Túl sok Hercegség van a birtokodban;;Demasiados Ducados mantenidos.;;;;;;;;;x
opinion_failed_plot;Elbukott cselszövés;Échec de la conspiration;Elbukott cselszövés;;Complot fallido.;;;;;;;;;x
e_il-khanate_adj;mongol;Mongole;mongol;;Mongola;;;;;;;;;x
AIREASON_WILL_NOT_PLOT_AGAINST_OFFSPRING;Utód ellen nem végezhetõ cselszövés.;Ne conspirera pas contre sa descendance;Utód ellen nem végezhetõ cselszövés.;;No haremos un Complot contra la descendencia.;;;;;;;;;x
AIREASON_CLAIM_ON_MY_TITLES;§Y[GetBestName]§! Személyének követelései vannak a titulusaimon.;§Y[GetBestName]§! revendique mes titres.;§Y[GetBestName]§! Személyének követelései vannak a titulusaimon.;;§Y[GetBestName]§! ha reclamado mis títulos.;;;;;;;;;x
AIREASON_HOSTAGE_SITUATION;A gyermek fogoly lenne egy idegen hatalomnál;L'enfant serait otage d'une puissance étrangère;A gyermek fogoly lenne egy idegen hatalomnál;;El niño sería un rehén en manos de un poder extranjero;;;;;;;;;x
ASK_TO_LIFT_EXCOMMUNICATION_INTERACTION_0;Kérd §Y[Recipient.RelHead.GetTitledFirstName]§W személyét, hogy oldozza fel a kiátkozás alól §Y[ThirdPartyCharacter.GetBestName]§W személyét. Ez §R$COST$§W áhitatba fog neked kerülni.;Demander à §Y[Actor.RelHead.GetTitledFirstName]§W de lever d'excommunication de §Y[ThirdPartyCharacter.GetBestName]§W. Cela vous coûtera §R$COST$§W points de Piété.;Kérd §Y[Recipient.RelHead.GetTitledFirstName]§W személyét, hogy oldozza fel a kiátkozás alól §Y[ThirdPartyCharacter.GetBestName]§W személyét. Ez §R$COST$§W áhitatba fog neked kerülni.;;Pregunta a §Y[Actor.RelHead.GetTitledFirstName]§W para revocar la excomunión de §Y[ThirdPartyCharacter.GetBestName]§W. Esto te costará §R$COST$§W de Piedad.;;;;;;;;;x
ASK_FOR_DIVORCE_INTERACTION_0;Kérd §Y[Recipient.RelHead.GetTitledFirstName]§W személyét, hogy oldja fel a házastársi kötelékedet §Y[Actor.Spouse.GetFirstName]§W személyével. Ez §R$COST$§W áhitatba fog kerülni, ha sikerül akkor [Actor.Spouse.GetPossPronoun] hozzátartozói ezt inzultusnak fogják vélni.;Demander à §Y[Actor.RelHead.GetTitledFirstName]§W l'annulation du mariage avec §Y[Actor.Spouse.GetFirstName]§W. Cela vous coûtera §R$COST$§W points de [Player.Religion.GetPietyName] et, si l'annulation est prononcée, cela sera considéré comme une insulte par sa famille.;Kérd §Y[Recipient.RelHead.GetTitledFirstName]§W személyét, hogy oldja fel a házastársi kötelékedet §Y[Actor.Spouse.GetFirstName]§W személyével. Ez §R$COST$§W áhitatba fog kerülni, ha sikerül akkor [Actor.Spouse.GetPossPronoun] hozzátartozói ezt inzultusnak fogják vélni.;;Solicita a §Y[Actor.RelHead.GetTitledFirstName]§W el divorcio de §Y[Actor.Spouse.GetFirstName]§W. Esto te costará §R$COST$§W de [Player.Religion.GetPietyName] y, si se te concede, será visto como un insulto a su familia.;;;;;;;;;x
