#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
FACTION_LEADER;Frakció vezetõ;Meneur de Faction;Frakció vezetõ;;Líder de la Facción;;;;;;;;;x
FACTION_MEMBER;Frakció tag;Membre de Faction;Frakció tag;;Miembro de la Facción;;;;;;;;;x
opinion_defeated_major_revolt;Levert egy jelentõs lázadást;A écrasé une révolte majeure;Levert egy jelentõs lázadást;;Derrotó una revuelta importante;;;;;;;;;x
opinion_spared_after_revolt;Megkímélt egy lázadás után;Épargné après une rébellion;Megkímélt egy lázadás után;;Perdonado tras rebelarse;;;;;;;;;x
opinion_divine_blood_marriage;Isteni házasság;Mariage Divin;Isteni házasság;;Matrimonio Divino;;;;;;;;;x
opinion_non_divine_marriage;Világi házasság;Mariage Profane;Világi házasság;;Matrimonio Profano;;;;;;;;;x
action_uncover_plots;Cselszövés;Dévoiler les complots;Cselszövés;;Estratagema;;;;;;;;;x
miaphysite;Miafizita;Miaphysite;Miafizita;;Miafisita;;;;;;;;;x
monothelite;Monotelita;Monothélite;Monotelita;;Monotelista;;;;;;;;;x
d_miaphysite;A miafizista Pápaság;Papauté Miaphysite;A miafizista Pápaság;;El Papado Miafisita;;;;;;;;;x
d_miaphysite_adj;kopt pápai;Copte;kopt pápai;;Copta;;;;;;;;;x
COPTIC_POPE;Kopt Pápa;Pape Copte;Kopt Pápa;;Papa Copto;;;;;;;;;x
INTERACTION_CANNOT_REVOKE_LAST_TEMPLE_OFF_REL_HEAD;Nem vonhatod vissza az utolsó egyházi birtokot az egyházfõdtõl.;Vous ne pouvez pas révoquer le dernier fief religieux d'un dirigeant de religion;Nem vonhatod vissza az utolsó egyházi birtokot az egyházfõdtõl.;;No puedes revocar el último emplazamiento religioso a tu Líder religioso.;;;;;;;;;x
d_monophysite;A monofizita Pápaság;La Papauté Monophysite;A monofizita Pápaság;;El Papado Monofisita;;;;;;;;;x
d_monophysite_adj;monofizita pápai;de la Papauté Monophysite;monofizita pápai;;Monofisita;;;;;;;;;x
MONOPHYSITE_POPE;monofizita pápai;Pape Monophysite;monofizita pápai;;Papa Monofisita;;;;;;;;;x
d_nestorian;Keleti Pátriárkátus;Le Patriarcat d'Orient;Keleti Pátriárkátus;;El Patriarcado Oriental;;;;;;;;;x
d_nestorian_adj;keleti pátriárkátusi;du Patriarcat d'Orient;keleti pátriárkátusi;;Patriarcal Oriental;;;;;;;;;x
PATRIARCH_IN_THE_EAST;A kelet Pátriárkája;Patriarche d'Orient;A kelet Pátriárkája;;Patriarca Oriental;;;;;;;;;x
d_monothelite;A monotelita Pátriárkátus;Le Patriarcat Monothélite;A monotelita Pátriárkátus;;El Patriarcado Monotelita;;;;;;;;;x
d_monothelite_adj;monotelita pátriárkátusi;du Patriarcat Monothélite;monotelita pátriárkátusi;;Monotelita;;;;;;;;;x
MONOTHELITE_PATRIARCH;Monotelita Pátriárka;Patriarche Monothélite;Monotelita Pátriárka;;Patriarca Monotelita;;;;;;;;;x
INTERACTION_TITLE_NOT_CONTESTED;Titulus nem lehet célja vagy jogalapja egy már folyamatban lévõ háborúnak;Ce titre ne peut être pris pour cible ou faire l'objet ou la justification d'un guerre en cours;Titulus nem lehet célja vagy jogalapja egy már folyamatban lévõ háborúnak;;Este título no puede ser el objetivo ni la justificación de ninguna guerra activa;;;;;;;;;x
AND_TRIGGER_STARTS;Az alábbiaknak igaznak kell lennie;Toutes les conditions doivent être valides;Az alábbiaknak igaznak kell lennie;;Todas deben ser verdaderas;;;;;;;;;x
WAR_INVALID_LOG;$WAR$ eredmény nélkül végzõdött $REASON$;$WAR$ s'est terminée de manière indécise$REASON$;$WAR$ eredmény nélkül végzõdött $REASON$;;$WAR$ ha terminado infructuosamente$REASON$;;;;;;;;;x
WAR_INVALID_CHARACTER_UNLANDED;\n($CHARACTER$ nincstelenné vált);\n($CHARACTER$ n'ont désormais plus de terres);\n($CHARACTER$ nincstelenné vált);;\n($CHARACTER$ ha perdido todas sus posesiones);;;;;;;;;x
WAR_INVALID_LIEGE_HIERARCHY;\n(Hûbérúri változás $CHARACTER$ esetében);\n(Le suzerain a changé pour $CHARACTER$);\n(Hûbérúri változás $CHARACTER$ esetében);;\n($CHARACTER$ ha cambiado de Señor);;;;;;;;;x
REL_PENTARCHS_NON_ORTHODOX_DESC;A keresztény egyház eredetileg öt pátrárkátusra oszlott. Az õ független hatlamuk az õsi nézeteik felett a $RELIGION$ egyházban még mindig el van ismerve.;Les Pentarques étaient à l'origine les cinq Patriarches de l'Eglise Chrétienne. Leur autorité en tant que Patriarches Autocéphales sur leurs églises respectives est toujours reconnue par l'église $RELIGION$ church.;A keresztény egyház eredetileg öt pátrárkátusra oszlott. Az õ független hatlamuk az õsi nézeteik felett a $RELIGION$ egyházban még mindig el van ismerve.;;Los Pentarcas fueron los cinco Patriarcas originales del Cristianismo. Su autoridad como Patriarcas autocéfalos sobre sus antiguas sedes es todavía reconocida por la religión $RELIGION$.;;;;;;;;;x
PENTARCH_DESC;Jelenleg nincsen $RELIGION$ §Y$TITLE$§! püspöke;Il n'y a pour l'instant aucun évêque $RELIGION$ de §Y$TITLE$§!;Jelenleg nincsen $RELIGION$ §Y$TITLE$§! püspöke;;Actualmente no hay un obispo $RELIGION$ en §Y$TITLE$§!;;;;;;;;;x
HEAD_NOT_PENTARCH_DESC;$REL_HEAD$ jelenleg nem birtokolja §Y$TITLE$§!;$REL_HEAD$ ne détient par pour l'instant §Y$TITLE$§!;$REL_HEAD$ jelenleg nem birtokolja §Y$TITLE$§!;;$REL_HEAD$ no posee actualmente §Y$TITLE$§!;;;;;;;;;x
AUTOCEPHALY_DRO;Az eredeti öt pátrárkán kívül minden más $RELIGION$ vallású királyság rendelkezik saját független pátrárkával. Ezene országok udvari káplánja tölti be az birodalom pátrárkájának szerepét. Õ mindig teljesíteni fogja, amire hûbérura kéri, de csak a $REL_HEAD_TITLE$ biztosíthatja az Invázió casus bellit. Minden független pátriárka fennhatóságába tartozik a kiátkozás intézménye a birodalmán belül.;En dehors des cinq Patriarches -la Pentarchie- tous les autres royaumes ou empires $RELIGION$ ont aussi leur propres Patriarches autonomes. Le chapelain de la cour des ces royaumes et empires est aussi considéré comme le Patriarche de ce royaume ou empire. Il fera toujours ce que son suzerain lui demandera, mais seulement le $REL_HEAD_TITLE$ peut accorder le Casus Belli d'invasion.Chaque Patriarche Autocéphale contrôle également les excommunions dans leur royaume respectif.;Az eredeti öt pátrárkán kívül minden más $RELIGION$ vallású királyság rendelkezik saját független pátrárkával. Ezene országok udvari káplánja tölti be az birodalom pátrárkájának szerepét. Õ mindig teljesíteni fogja, amire hûbérura kéri, de csak a $REL_HEAD_TITLE$ biztosíthatja az Invázió casus bellit. Minden független pátriárka fennhatóságába tartozik a kiátkozás intézménye a birodalmán belül.;;Además de los cinco Patriarcas originales - la Pentarquía - todos los demás reinos o imperios $RELIGION$s tienen sus Patriarcas autocéfalos. El Capellán del correspondiente reino o imperio es considerado su Patriarca. Siempre hará lo que su Señor le pida, pero solo el $REL_HEAD_TITLE$ puede conceder el Casus Belli de Invasión. Cada Patriarca autocéfalo controla las excomuniones en su respectivo reino.;;;;;;;;;x
LEAVE_FACTION_DIPLO_IMMUNE;Nem léphetsz ki, amint egy ultimátumot benyújtásra került.;Vous ne pouvez pas quitter une faction alors que l'ultimatum a été présenté!;Nem léphetsz ki, amint egy ultimátumot benyújtásra került.;;¡No puedes abandonar cuando se ha presentado un ultimatum!;;;;;;;;;x
IS_DIPLO_IMMUNE;Immunis az ellenséges hûbérúri akciókra;Est à l'abri de représailles de la part de son suzerain;Immunis az ellenséges hûbérúri akciókra;;Es inmune a acciones hostiles por parte de su Señor;;;;;;;;;x
IS_NOT_DIPLO_IMMUNE;NEM immunis az ellenséges hûbérúri akciókra;N'est PAS à l'abri de représailles de la part de son souverain;NEM immunis az ellenséges hûbérúri akciókra;;NO es inmune a las acciones hostiles por parte de su señor;;;;;;;;;x
INTERACTION_NO_HOSTILE_ACTIONS_VS_DIPLO_IMMUNE;[Recipient.GetTitledFirstName] jelenleg immunis az ellenséges akciókra!;[Recipient.GetTitledFirstName] est actuellement à l'abri de toutes représailles!;[Recipient.GetTitledFirstName] jelenleg immunis az ellenséges akciókra!;;¡[Recipient.GetTitledFirstName] es actualmente inmune a acciones hostiles!;;;;;;;;;x
SPAWN_UNIT_EFFECT;Egy §Y$NUM_TROOPS$§! fõs létszámúegység megérkezik §Y$WHERE$§! területére.\n;Un régiment fort de §Y$NUM_TROOPS$§! hommes arrive en §Y$WHERE$§!.\n;Egy §Y$NUM_TROOPS$§! fõs létszámúegység megérkezik §Y$WHERE$§! területére.\n;;Un regimiento de §Y$NUM_TROOPS$§! personas llega a §Y$WHERE$§!.\n;;;;;;;;;x
