#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
d_venetian_navy;Adriai gályák;galères adriatiques;Adriai gályák;;Galeras Adriáticas;;;;;;;;;x
d_venetian_navy_adj;Adriai;adriatique;Adriai;;Adriática;;;;;;;;;x
d_genoese_navy;Ligúriai gályák;galères ligures;Ligúriai gályák;;Galeras Ligurias;;;;;;;;;x
d_genoese_navy_adj;Ligúriai;ligure;Ligúriai;;Liguria;;;;;;;;;x
d_hanseatic_navy;Balti koggék;cogues baltes;Balti koggák;;Cocas Bálticas;;;;;;;;;x
d_hanseatic_navy_adj;Balti;balte;Balti;;Báltica;;;;;;;;;x
d_frisian_navy;Fríz koggék;cogues de la mer du Nord;Fríz koggák;;Cocas del Mar del Norte;;;;;;;;;x
d_frisian_navy_adj;Fríz;de la mer du Nord;Fríz;;Mar del Norte;;;;;;;;;x
d_finnish_band;A finn banda;bande finlandaise;A Finn banda;;Banda Finlandesa;;;;;;;;;x
d_finnish_band_adj;Finn;Finlandaise;Finn;;Finlandesa;;;;;;;;;x
d_lappish_band;A lapp banda;bande laponne;A Lapp Banda;;Banda Lapona;;;;;;;;;x
d_lappish_band_adj;Lapp;Lapon;Lapp;;Lapona;;;;;;;;;x
d_lithuanian_band;A litván banda;bande lituanienne;A Litván banda;;Banda Lituana;;;;;;;;;x
d_lithuanian_band_adj;Litván;Lituanien;Litván;;Lituana;;;;;;;;;x
d_abyssinian_band;Az abesszín banda;bande abyssinienne;Az Abesszín banda;;Banda Abisinia;;;;;;;;;x
d_abyssinian_band_adj;Abesszín;Abyssinienne;Abesszín;;Abisinia;;;;;;;;;x
d_scottish_band;A skót banda;bande écossaise;A Skót banda;;Banda Escocesa;;;;;;;;;x
d_scottish_band_adj;Skót;Écossais;Skót;;Escocesa;;;;;;;;;x
d_irish_band;Az ír banda;bande irlandaise;Az Ír banda;;Banda Irlandesa;;;;;;;;;x
d_irish_band_adj;Ír;Irlandais;Ír;;Irlandesa;;;;;;;;;x
d_alan_band;Alán lovasok;cavaliers alains;Alán lovasok;;Jinetes Alanos;;;;;;;;;x
d_alan_band_adj;Alán;Alain;Alán;;Alana;;;;;;;;;x
d_nubian_band;A núbiai banda;bande nubienne;A Núbiai banda;;Banda Nubia;;;;;;;;;x
d_nubian_band_adj;Núbiai;Nubienne;Núbiai;;Nubia;;;;;;;;;x
k_genoa;Genova;Gènes;Genova;;Génova;;;;;;;;;x
k_genoa_adj;genovai;Génoise;genovai;;Genovesa;;;;;;;;;x
k_pisa;Pisa;Pise;Pisa;;Pisa;;;;;;;;;x
k_pisa_adj;pisa;Pisane;pisa;;Pisana;;;;;;;;;x
d_somerset_adj_norman;somerseti;Somersetienne;somerseti;;Somersetiano;;;;;;;;;x
d_somerset_adj_english;somerseti;Somersetienne;somerseti;;Somersetiano;;;;;;;;;x
d_bedford_adj_norman;bedfordi;Bedfordoise;bedfordi;;Bedfordeña;;;;;;;;;x
d_bedford_adj_english;bedfordi;Bedfordoise;bedfordi;;Bedfordeña;;;;;;;;;x
d_hereford_adj_norman;herefordi;Herefordienne;herefordi;;Herefordiana;;;;;;;;;x
d_hereford_adj_english;herefordi;Herefordienne;herefordi;;Herefordiana;;;;;;;;;x
d_norfolk_adj_norman;norfolki;Norfolkienne;norfolki;;Norfolkiana;;;;;;;;;x
d_norfolk_adj_english;norfolki;Norfolkienne;norfolki;;Norfolkiana;;;;;;;;;x
d_gloucester_adj_norman;gloucesteri;Gloucesterienne;gloucesteri;;Gloucesteriana;;;;;;;;;x
d_gloucester_adj_english;gloucesteri;Gloucesterienne;gloucesteri;;Gloucesteriana;;;;;;;;;x
d_lancaster_adj_welsh;regedi;rheged;regedi;;Rhegediano;;;;;;;;;x
title_patrician_heir;Kijelölt utód;Héritier désigné;Kijelölt utód;;Heredero designado;;;;;;;;;x
title_patrician_heir_desc;Ezt a karaktert kiválasztották, hogy átvegye egy családi üzlet vezetését a Patrícius halála esetén.;Ce personnage a été choisi pour succéder au Patricien et prendre en mains les affaires de la famille.;Ezt a karaktert kiválasztották, hogy átvegye egy családi üzlet vezetését a Patrícius halála esetén.;;Este personaje ha sido elegido para suceder a un patricio en la gestión del negocio familiar.;;;;;;;;;x
ANY_TRADE_POST_STARTS;Bármilyen Kereskedelmi Állomás;N'importe quel poste de traite;Bármely Kereskedelmi Állomás;;Cualquier Puesto Comercial;;;;;;;;;x
religious_cb_succ_tip;§Y[Root.GetTitledFirstName]§! uralma alá hajtja [Root.GetPossPronoun] vallást és minden titulust a  §Y[This.GetFullBaseName]§! jogán.\n;§Y[Root.GetTitledFirstName]§! se vassalise à la religion des seigneurs de [Root.GetPossPronoun] et se voit assigner tous les autres titres des §Y[This.GetFullBaseName]§!.\n;§Y[Root.GetTitledFirstName]§! uralma alá hajtja [Root.GetPossPronoun] vallást és minden titulust a  §Y[This.GetFullBaseName]§! jogán.\n;;§Y[Root.GetTitledFirstName]§! somete a los señores de [Root.GetPossPronoun] religión y toma todos los demás títulos del §Y[This.GetFullBaseName]§!.\n;;;;;;;;;x
ultimogeniture;Ultimogenitura;Ultimogéniture;Ultimogenitúra;;Ultimogenitura;;;;;;;;;x
succ_ultimogeniture;Ultimogenitura;Ultimogéniture;Ultimogenitúra;;Ultimogenitura;;;;;;;;;x
succ_ultimogeniture_desc;Ez az öröklési mód a népszerû primogenitúra ellenkezõje. Ultimogenitura esetén a legfiatalabb gyermek örököl.;Cette règle de dévolution successorale est l’inverse de la primogéniture habituelle. Dans le cas de l’ultimogéniture, c’est le plus jeune enfant qui devient l’héritier.;Ez az öröklési mód a népszerû primogenitúra ellenkezõje. Ultimogenitúra esetén a legfiatalabb gyermek örököl.;;Esta ley de sucesión se opone a la mucho más frecuente primogenitura. En la ultimogenitura, el heredero es el hijo más joven.;;;;;;;;;x
tanistry;Tanisztria;Tanistrie;Tanisztria;;Tanistría;;;;;;;;;x
succ_tanistry;Tanisztria;Tanistrie;Tanisztria;;Tanistría;;;;;;;;;x
succ_tanistry_desc;Egy uralkodó és a hûbéresei megnevezik az utódot - a tanisztert - az uralkodó dinasztiájából. A hûbéresek a dinasztia idõsebb tagjait, különösen a trónkövetelõket részesítik elõnyben.;Le dirigeant et tous les vassaux qui sont un ou deux rangs plus bas peuvent nommer un héritier, le taniste, parmi les membres de la dynastie du dirigeant. Les vassaux auront tendance à favoriser des membres plus âgés issus d’autres branches de la Famille, et plus particulièrement les prétendants.;Egy uralkodó és a hûbéresei megnevezik az utódot - a tanisztert - az uralkodó dinasztiájából. A hûbéresek a dinasztia idõsebb tagjait, különösen a trónkövetelõket részesítik elõnyben.;;El gobernante y todos los vasallos de uno o dos rangos inferiores pueden nombrar un heredero -el tanista- entre los miembros de la dinastía del gobernante. Los vasallos tenderán a favorecer a miembros más ancianos de otras ramas de la familia, especialmente a los pretendientes. ;;;;;;;;;x
title_tanist;Taniszter;Taniste;Taniszter;;Tanista;;;;;;;;;x
